airline_id,dep_airport,des_airport,dep_name,dep_city,dep_country,dep_lat,dep_lng,total,des_name,des_city,des_country,airport_id,des_lat,des_lng,alt
UA,EWR,CUN,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,5646,Cancún International Airport,Cancun,Mexico,CUN,21.03650093,-86.87709808,22
UA,EWR,ZRH,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3248,Zürich Airport,Zurich,Switzerland,ZRH,47.464699,8.54917,1416
LX,EWR,ZRH,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3248,Zürich Airport,Zurich,Switzerland,ZRH,47.464699,8.54917,1416
RS,LGA,YYZ,La Guardia Airport,New York,United States,40.77719879,-73.87259674,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
AA,JFK,ZRH,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3248,Zürich Airport,Zurich,Switzerland,ZRH,47.464699,8.54917,1416
OZ,JFK,ICN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2221,Incheon International Airport,Seoul,South Korea,ICN,37.46910095,126.4509964,23
OS,JFK,VIE,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,710,Vienna International Airport,Vienna,Austria,VIE,48.11029816,16.56970024,600
UA,EWR,PVG,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1419,Shanghai Pudong International Airport,Shanghai,China,PVG,31.14340019,121.8050003,13
UA,EWR,YEG,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,419,Edmonton International Airport,Edmonton,Canada,YEG,53.30970001,-113.5800018,2373
UA,EWR,YVR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1785,Vancouver International Airport,Vancouver,Canada,YVR,49.19390106,-123.1839981,14
AA,JFK,MXP,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2920,Malpensa International Airport,Milano,Italy,MXP,45.6306,8.72811,768
AA,JFK,FCO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2982,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,41.8002778,12.2388889,13
AA,JFK,MAN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1451,Manchester Airport,Manchester,United Kingdom,MAN,53.35369873,-2.274950027,257
AY,JFK,HEL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,714,Helsinki Vantaa Airport,Helsinki,Finland,HEL,60.31719971,24.9633007,179
KV,LGA,YYZ,La Guardia Airport,New York,United States,40.77719879,-73.87259674,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
EV,EWR,YQM,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,715,Greater Moncton International Airport,Moncton,Canada,YQM,46.11220169,-64.6785965,232
LH,EWR,FRA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,5406,Frankfurt am Main Airport,Frankfurt,Germany,FRA,50.033333,8.570556,364
UA,EWR,PEK,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1741,Beijing Capital International Airport,Beijing,China,PEK,40.08010101,116.5849991,116
DL,JFK,PAP,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1661,Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,18.57999992,-72.29250336,122
UA,EWR,NRT,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3625,Narita International Airport,Tokyo,Japan,NRT,35.76470184,140.3860016,141
AC,EWR,YYC,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1074,Calgary International Airport,Calgary,Canada,YYC,51.11389923,-114.0199966,3557
UA,EWR,DUB,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3258,Dublin Airport,Dublin,Ireland,DUB,53.421299,-6.27007,242
AA,JFK,PUJ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3067,Punta Cana International Airport,Punta Cana,Dominican Republic,PUJ,18.56739998,-68.36340332,47
4O,JFK,MEX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,5929,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,19.4363,-99.072098,7316
AA,JFK,PAP,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1661,Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,18.57999992,-72.29250336,122
AA,JFK,MAD,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3671,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,40.471926,-3.56264,1998
SK,EWR,CPH,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1156,Copenhagen Kastrup Airport,Copenhagen,Denmark,CPH,55.61790085,12.65600014,17
UA,EWR,EZE,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1295,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,-34.8222,-58.5358,67
AA,JFK,GIG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1385,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,-22.80999947,-43.25055695,28
AA,JFK,EZE,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1295,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,-34.8222,-58.5358,67
JL,JFK,NRT,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3625,Narita International Airport,Tokyo,Japan,NRT,35.76470184,140.3860016,141
UA,EWR,SDQ,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,6752,Las Américas International Airport,Santo Domingo,Dominican Republic,SDQ,18.42970085,-69.66889954,59
AA,JFK,BDA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3146,L.F. Wade International International Airport,Bermuda,Bermuda,BDA,32.36399841,-64.67870331,12
LH,EWR,DUS,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1465,Düsseldorf Airport,Duesseldorf,Germany,DUS,51.289501,6.76678,147
UA,EWR,DEL,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1452,Indira Gandhi International Airport,Delhi,India,DEL,28.5665,77.103104,777
LH,EWR,MUC,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,2057,Munich Airport,Munich,Germany,MUC,48.353802,11.7861,1487
DL,LGA,NAS,La Guardia Airport,New York,United States,40.77719879,-73.87259674,3196,Lynden Pindling International Airport,Nassau,Bahamas,NAS,25.03899956,-77.46620178,16
SN,JFK,BRU,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3031,Brussels Airport,Brussels,Belgium,BRU,50.90140152,4.48443985,184
DL,JFK,AUA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3087,Queen Beatrix International Airport,Oranjestad,Aruba,AUA,12.5014,-70.015198,60
DL,JFK,TLV,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,4143,Ben Gurion International Airport,Tel-aviv,Israel,TLV,32.01139832,34.88669968,135
UA,EWR,GRU,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3664,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU,-23.43555641,-46.47305679,2459
UA,EWR,BOG,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,2913,El Dorado International Airport,Bogota,Colombia,BOG,4.70159,-74.1469,8361
DL,JFK,MBJ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3078,Sangster International Airport,Montego Bay,Jamaica,MBJ,18.50370026,-77.91339874,4
DL,JFK,BOG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2913,El Dorado International Airport,Bogota,Colombia,BOG,4.70159,-74.1469,8361
DL,JFK,CDG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,7711,Charles de Gaulle International Airport,Paris,France,CDG,49.012798,2.55,392
LX,JFK,GVA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1381,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,46.23809814,6.108950138,1411
DL,JFK,DUB,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3258,Dublin Airport,Dublin,Ireland,DUB,53.421299,-6.27007,242
UA,EWR,SNN,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1749,Shannon Airport,Shannon,Ireland,SNN,52.702,-8.92482,46
B6,JFK,POP,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1262,Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,POP,19.75790024,-70.56999969,15
DL,JFK,BRU,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3031,Brussels Airport,Brussels,Belgium,BRU,50.90140152,4.48443985,184
B6,JFK,KIN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2300,Norman Manley International Airport,Kingston,Jamaica,KIN,17.93569946,-76.78749847,10
DL,JFK,GRU,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3664,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU,-23.43555641,-46.47305679,2459
UA,EWR,EDI,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,886,Edinburgh Airport,Edinburgh,United Kingdom,EDI,55.95000076,-3.372499943,135
UA,EWR,MAN,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1451,Manchester Airport,Manchester,United Kingdom,MAN,53.35369873,-2.274950027,257
DL,JFK,SVO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2182,Sheremetyevo International Airport,Moscow,Russia,SVO,55.972599,37.4146,622
DL,JFK,AMS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3750,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,52.308601,4.76389,-11
SQ,JFK,FRA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,5406,Frankfurt am Main Airport,Frankfurt,Germany,FRA,50.033333,8.570556,364
MU,JFK,PVG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1419,Shanghai Pudong International Airport,Shanghai,China,PVG,31.14340019,121.8050003,13
AC,EWR,YVR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1785,Vancouver International Airport,Vancouver,Canada,YVR,49.19390106,-123.1839981,14
UA,EWR,BRU,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3031,Brussels Airport,Brussels,Belgium,BRU,50.90140152,4.48443985,184
UA,EWR,BOM,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1447,Chhatrapati Shivaji International Airport,Mumbai,India,BOM,19.08869934,72.86789703,39
UA,EWR,AMS,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3750,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,52.308601,4.76389,-11
B6,JFK,PAP,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1661,Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,18.57999992,-72.29250336,122
AM,JFK,CUN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,5646,Cancún International Airport,Cancun,Mexico,CUN,21.03650093,-86.87709808,22
DL,JFK,MXP,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2920,Malpensa International Airport,Milano,Italy,MXP,45.6306,8.72811,768
DL,JFK,MEX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,5929,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,19.4363,-99.072098,7316
DL,JFK,FRA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,5406,Frankfurt am Main Airport,Frankfurt,Germany,FRA,50.033333,8.570556,364
CX,JFK,YVR,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1785,Vancouver International Airport,Vancouver,Canada,YVR,49.19390106,-123.1839981,14
AI,EWR,BOM,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1447,Chhatrapati Shivaji International Airport,Mumbai,India,BOM,19.08869934,72.86789703,39
EY,JFK,AUH,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,731,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,24.43300056,54.65110016,88
QR,JFK,DOH,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,730,Hamad International Airport,Doha,Qatar,DOH,25.273056,51.608056,13
DL,JFK,NRT,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3625,Narita International Airport,Tokyo,Japan,NRT,35.76470184,140.3860016,141
AI,JFK,DEL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1452,Indira Gandhi International Airport,Delhi,India,DEL,28.5665,77.103104,777
CA,JFK,PEK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1741,Beijing Capital International Airport,Beijing,China,PEK,40.08010101,116.5849991,116
9W,EWR,BRU,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3031,Brussels Airport,Brussels,Belgium,BRU,50.90140152,4.48443985,184
LA,JFK,SCL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,742,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,SCL,-33.39300156,-70.78579712,1555
UA,EWR,SJO,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1798,Juan Santamaria International Airport,San Jose,Costa Rica,SJO,9.993860245,-84.20880127,3021
BW,JFK,KIN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2300,Norman Manley International Airport,Kingston,Jamaica,KIN,17.93569946,-76.78749847,10
UA,EWR,PTY,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,2364,Tocumen International Airport,Panama City,Panama,PTY,9.071359634,-79.38349915,135
RP,JFK,YQB,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3231,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,46.7911,-71.393303,244
EK,JFK,MXP,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2920,Malpensa International Airport,Milano,Italy,MXP,45.6306,8.72811,768
BW,JFK,MBJ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3078,Sangster International Airport,Montego Bay,Jamaica,MBJ,18.50370026,-77.91339874,4
XL,JFK,GYE,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1024,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,GYE,-2.15741992,-79.88359833,19
IB,JFK,MAD,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3671,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,40.471926,-3.56264,1998
JJ,JFK,GRU,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3664,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU,-23.43555641,-46.47305679,2459
EV,LGA,YHZ,La Guardia Airport,New York,United States,40.77719879,-73.87259674,3458,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,44.88079834,-63.50859833,477
UA,EWR,AUA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3087,Queen Beatrix International Airport,Oranjestad,Aruba,AUA,12.5014,-70.015198,60
RS,LGA,YUL,La Guardia Airport,New York,United States,40.77719879,-73.87259674,18521,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.47060013,-73.74079895,118
B6,JFK,MBJ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3078,Sangster International Airport,Montego Bay,Jamaica,MBJ,18.50370026,-77.91339874,4
YX,EWR,YYZ,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
